housing,contact,month,duration,poutcome,y
yes,cellular,jul,58,unknown,1
no,cellular,jul,49,unknown,1
yes,cellular,jul,61,unknown,1
no,cellular,jul,11,unknown,1
no,telephone,jul,77,unknown,1
no,cellular,jul,463,unknown,2
no,cellular,jul,81,unknown,1
yes,cellular,jul,122,unknown,1
no,cellular,jul,56,unknown,1
yes,cellular,jul,94,unknown,1
yes,cellular,jul,126,unknown,1
yes,cellular,jul,118,unknown,1
yes,cellular,jul,43,unknown,1
yes,telephone,jul,96,unknown,1
no,cellular,jul,60,unknown,1
yes,cellular,jul,662,unknown,2
no,cellular,jul,727,unknown,2
no,cellular,jul,79,unknown,1
no,cellular,jul,231,unknown,1
yes,cellular,jul,49,unknown,1
no,cellular,jul,309,unknown,1
no,cellular,jul,201,unknown,1
no,telephone,jul,258,unknown,1
yes,telephone,jul,240,unknown,1
no,telephone,jul,168,unknown,1
no,telephone,jul,119,unknown,1
no,cellular,jul,131,unknown,1
yes,cellular,jul,156,unknown,1
yes,telephone,jul,77,unknown,1
yes,cellular,jul,189,unknown,1
no,cellular,jul,107,unknown,1
no,cellular,jul,122,unknown,1
no,telephone,jul,73,unknown,1
no,cellular,jul,216,unknown,1
yes,cellular,jul,212,unknown,1
yes,cellular,jul,148,unknown,1
no,cellular,jul,122,unknown,1
no,telephone,jul,46,unknown,1
yes,cellular,jul,161,unknown,1
no,cellular,jul,52,unknown,1
no,cellular,jul,145,unknown,1
no,cellular,jul,59,unknown,1
no,cellular,jul,32,unknown,1
no,cellular,jul,52,unknown,1
yes,cellular,jul,38,unknown,1
no,cellular,jul,126,unknown,1
yes,cellular,jul,189,unknown,1
yes,cellular,jul,547,unknown,1
no,cellular,jul,166,unknown,1
no,cellular,jul,106,unknown,1
no,cellular,jul,42,unknown,1
no,telephone,jul,45,unknown,1
no,cellular,jul,87,unknown,1
yes,cellular,jul,548,unknown,1
yes,cellular,jul,53,unknown,1
yes,cellular,jul,88,unknown,1
yes,cellular,jul,162,unknown,1
yes,cellular,jul,225,unknown,1
no,cellular,jul,1107,unknown,2
yes,cellular,jul,268,unknown,1
yes,cellular,jul,52,unknown,1
yes,cellular,jul,228,unknown,1
no,cellular,jul,83,unknown,1
yes,cellular,jul,462,unknown,1
no,cellular,jul,847,unknown,1
yes,cellular,jul,188,unknown,1
no,telephone,jul,80,unknown,1
yes,cellular,jul,50,unknown,1
yes,cellular,jul,255,unknown,1
yes,cellular,jul,101,unknown,1
no,cellular,jul,245,unknown,1
no,cellular,jul,64,unknown,1
no,cellular,jul,83,unknown,1
yes,cellular,jul,59,unknown,1
no,cellular,jul,548,unknown,1
yes,cellular,jul,281,unknown,1
no,cellular,jul,81,unknown,1
yes,cellular,jul,83,unknown,1
no,telephone,jul,35,unknown,1
yes,cellular,jul,101,unknown,1
no,cellular,jul,309,unknown,1
no,cellular,jul,51,unknown,1
no,cellular,jul,158,unknown,1
no,cellular,jul,57,unknown,1
no,cellular,jul,829,unknown,2
no,cellular,jul,367,unknown,1
yes,cellular,jul,612,unknown,2
no,telephone,jul,26,unknown,1
yes,cellular,jul,372,unknown,1
no,cellular,jul,25,unknown,1
yes,cellular,jul,184,unknown,1
yes,cellular,jul,284,unknown,1
yes,cellular,jul,187,unknown,1
no,cellular,jul,128,unknown,1
no,cellular,jul,171,unknown,1
no,cellular,jul,192,unknown,1
yes,cellular,jul,150,unknown,1
yes,cellular,jul,124,unknown,1
yes,cellular,jul,249,unknown,1
no,cellular,jul,644,unknown,2
yes,cellular,jul,74,unknown,1
no,cellular,jul,119,unknown,1
yes,telephone,jul,88,unknown,1
yes,cellular,jul,434,unknown,1
no,cellular,jul,288,unknown,1
no,cellular,jul,305,unknown,1
yes,cellular,jul,109,unknown,1
no,cellular,jul,388,unknown,1
no,cellular,jul,1461,unknown,2
yes,cellular,jul,155,unknown,1
no,telephone,jul,172,unknown,1
yes,cellular,jul,465,unknown,1
no,cellular,jul,166,unknown,1
yes,cellular,jul,716,unknown,1
no,telephone,jul,33,unknown,1
yes,cellular,jul,266,unknown,1
yes,cellular,jul,99,unknown,1
yes,cellular,jul,228,unknown,1
no,telephone,jul,36,unknown,1
yes,cellular,jul,180,unknown,1
no,cellular,jul,74,unknown,1
yes,cellular,jul,249,unknown,1
yes,cellular,jul,222,unknown,1
yes,cellular,jul,63,unknown,1
no,cellular,jul,361,unknown,2
yes,cellular,jul,294,unknown,1
yes,cellular,jul,247,unknown,1
no,cellular,jul,841,unknown,1
yes,cellular,jul,223,unknown,1
yes,cellular,jul,786,unknown,1
no,cellular,jul,180,unknown,1
yes,cellular,jul,92,unknown,1
yes,cellular,jul,300,unknown,1
yes,cellular,jul,66,unknown,1
no,cellular,jul,391,unknown,1
yes,cellular,jul,155,unknown,1
no,cellular,jul,86,unknown,1
no,cellular,jul,81,unknown,1
no,cellular,jul,151,unknown,1
yes,cellular,jul,345,unknown,1
no,cellular,jul,94,unknown,1
yes,cellular,jul,843,unknown,1
yes,cellular,jul,81,unknown,1
no,cellular,jul,70,unknown,1
no,cellular,jul,75,unknown,1
no,cellular,jul,292,unknown,1
no,cellular,jul,107,unknown,1
yes,cellular,jul,198,unknown,1
yes,cellular,jul,81,unknown,1
no,cellular,jul,73,unknown,1
yes,cellular,jul,241,unknown,1
yes,cellular,jul,297,unknown,1
no,cellular,jul,1739,unknown,1
no,telephone,jul,345,unknown,1
no,cellular,jul,166,unknown,1
no,telephone,jul,28,unknown,1
no,cellular,jul,119,unknown,1
no,cellular,jul,209,unknown,1
no,telephone,jul,733,unknown,1
no,cellular,jul,44,unknown,1
yes,cellular,jul,18,unknown,1
no,telephone,jul,444,unknown,1
yes,cellular,jul,744,unknown,1
no,cellular,jul,196,unknown,1
yes,telephone,jul,190,unknown,1
no,cellular,jul,245,unknown,1
no,cellular,jul,22,unknown,1
no,telephone,jul,13,unknown,1
yes,cellular,jul,22,unknown,1
yes,cellular,jul,59,unknown,1
no,telephone,jul,27,unknown,1
yes,cellular,jul,25,unknown,1
yes,cellular,jul,108,unknown,1
yes,cellular,jul,134,unknown,1
yes,cellular,jul,58,unknown,1
no,cellular,jul,32,unknown,1
yes,cellular,jul,88,unknown,1
yes,telephone,jul,91,unknown,1
yes,cellular,jul,90,unknown,1
no,telephone,jul,37,unknown,1
yes,cellular,jul,20,unknown,1
yes,cellular,jul,18,unknown,1
no,cellular,jul,88,unknown,1
no,cellular,jul,66,unknown,1
yes,cellular,jul,33,unknown,1
yes,telephone,jul,18,unknown,1
yes,cellular,jul,11,unknown,1
no,cellular,jul,64,unknown,1
no,cellular,jul,70,unknown,1
yes,cellular,jul,37,unknown,1
yes,telephone,jul,51,unknown,1
yes,cellular,jul,24,unknown,1
yes,cellular,jul,21,unknown,1
no,cellular,jul,1212,unknown,2
yes,cellular,jul,20,unknown,1
no,cellular,jul,294,unknown,1
yes,telephone,jul,65,unknown,1
no,cellular,jul,162,unknown,1
yes,cellular,jul,70,unknown,1
no,cellular,jul,69,unknown,1
yes,cellular,jul,12,unknown,1
no,cellular,jul,77,unknown,1
yes,cellular,jul,17,unknown,1
yes,cellular,jul,632,unknown,1
yes,cellular,jul,393,unknown,1
yes,cellular,jul,12,unknown,1
no,telephone,jul,14,unknown,1
no,cellular,jul,22,unknown,1
yes,telephone,jul,454,unknown,1
yes,cellular,jul,10,unknown,1
no,cellular,jul,89,unknown,1
yes,cellular,jul,11,unknown,1
yes,telephone,jul,166,unknown,1
yes,telephone,jul,37,unknown,1
no,cellular,jul,48,unknown,1
yes,cellular,jul,67,unknown,1
no,cellular,jul,58,unknown,1
no,telephone,jul,40,unknown,1
yes,cellular,jul,350,unknown,1
no,cellular,jul,195,unknown,1
yes,cellular,jul,8,unknown,1
no,cellular,jul,74,unknown,1
yes,cellular,jul,164,unknown,1
yes,cellular,jul,109,unknown,1
no,telephone,jul,55,unknown,1
no,cellular,jul,126,unknown,1
yes,cellular,jul,17,unknown,1
no,cellular,jul,530,unknown,1
yes,cellular,jul,16,unknown,1
yes,cellular,jul,14,unknown,1
yes,cellular,jul,27,unknown,1
yes,cellular,jul,153,unknown,1
no,cellular,jul,369,unknown,1
yes,cellular,jul,88,unknown,1
yes,cellular,jul,69,unknown,1
no,telephone,jul,43,unknown,1
yes,cellular,jul,8,unknown,1
yes,cellular,jul,7,unknown,1
no,cellular,jul,106,unknown,1
no,cellular,jul,255,unknown,1
yes,cellular,jul,84,unknown,1
no,telephone,jul,251,unknown,1
no,cellular,jul,138,unknown,1
no,cellular,jul,30,unknown,1
yes,cellular,jul,70,unknown,1
yes,cellular,jul,68,unknown,1
no,cellular,jul,21,unknown,1
yes,cellular,jul,9,unknown,1
no,telephone,jul,56,unknown,1
no,telephone,jul,16,unknown,1
yes,telephone,jul,237,unknown,1
no,cellular,jul,58,unknown,1
no,cellular,jul,36,unknown,1
yes,cellular,jul,115,unknown,1
yes,cellular,jul,56,unknown,1
no,cellular,jul,189,unknown,1
no,telephone,jul,114,unknown,1
no,cellular,jul,213,unknown,1
no,cellular,jul,122,unknown,1
yes,cellular,jul,368,unknown,1
no,cellular,jul,99,unknown,1
yes,telephone,jul,21,unknown,1
yes,cellular,jul,1007,unknown,2
no,cellular,jul,135,unknown,1
no,cellular,jul,58,unknown,1
yes,cellular,jul,35,unknown,1
yes,telephone,jul,14,unknown,1
yes,cellular,jul,48,unknown,1
yes,cellular,jul,68,unknown,1
no,telephone,jul,22,unknown,1
no,telephone,jul,5,unknown,1
yes,cellular,jul,35,unknown,1
no,telephone,jul,21,unknown,1
yes,cellular,jul,5,unknown,1
yes,telephone,jul,6,unknown,1
no,cellular,jul,40,unknown,1
no,telephone,jul,7,unknown,1
yes,cellular,jul,46,unknown,1
yes,cellular,jul,39,unknown,1
no,telephone,jul,350,unknown,1
no,telephone,jul,7,unknown,1
yes,cellular,jul,65,unknown,1
yes,cellular,jul,37,unknown,1
no,cellular,jul,470,unknown,1
yes,cellular,jul,124,unknown,1
yes,cellular,jul,576,unknown,1
yes,cellular,jul,10,unknown,1
yes,cellular,jul,101,unknown,1
yes,cellular,jul,108,unknown,1
yes,cellular,jul,67,unknown,1
yes,telephone,jul,58,unknown,1
no,cellular,jul,113,unknown,1
no,cellular,jul,40,unknown,1
yes,telephone,jul,16,unknown,1
no,cellular,jul,71,unknown,1
no,telephone,jul,10,unknown,1
no,telephone,jul,94,unknown,1
yes,cellular,jul,24,unknown,1
yes,cellular,jul,18,unknown,1
yes,cellular,jul,77,unknown,1
yes,cellular,jul,747,unknown,1
no,cellular,jul,299,unknown,1
yes,telephone,jul,25,unknown,1
yes,telephone,jul,42,unknown,1
yes,telephone,jul,1039,unknown,2
yes,cellular,jul,40,unknown,1
yes,cellular,jul,10,unknown,1
yes,cellular,jul,9,unknown,1
yes,cellular,jul,70,unknown,1
no,cellular,jul,92,unknown,1
yes,telephone,jul,130,unknown,1
no,cellular,jul,644,unknown,1
yes,cellular,jul,18,unknown,1
no,cellular,jul,38,unknown,1
no,cellular,jul,83,unknown,1
no,cellular,jul,8,unknown,1
no,cellular,jul,28,unknown,1
yes,cellular,jul,14,unknown,1
yes,cellular,jul,8,unknown,1
no,telephone,jul,214,unknown,1
no,cellular,jul,258,unknown,1
no,cellular,jul,120,unknown,1
no,cellular,jul,248,unknown,1
no,cellular,jul,536,unknown,1
yes,cellular,jul,18,unknown,1
no,cellular,jul,30,unknown,1
yes,cellular,jul,90,unknown,1
yes,cellular,jul,11,unknown,1
no,cellular,jul,78,unknown,1
no,telephone,jul,50,unknown,1
yes,cellular,jul,61,unknown,1
no,cellular,jul,33,unknown,1
no,telephone,jul,9,unknown,1
yes,cellular,jul,5,unknown,1
yes,telephone,jul,29,unknown,1
yes,cellular,jul,5,unknown,1
no,cellular,jul,12,unknown,1
yes,cellular,jul,68,unknown,1
yes,telephone,jul,182,unknown,1
no,cellular,jul,1142,unknown,2
yes,cellular,jul,544,unknown,1
no,cellular,jul,22,unknown,1
no,telephone,jul,576,unknown,1
yes,cellular,jul,6,unknown,1
no,cellular,jul,420,unknown,1
yes,cellular,jul,55,unknown,1
no,telephone,jul,15,unknown,1
yes,cellular,jul,76,unknown,1
no,cellular,jul,1721,unknown,2
no,cellular,jul,137,unknown,1
no,cellular,jul,34,unknown,1
no,telephone,jul,39,unknown,1
no,cellular,jul,85,unknown,1
no,telephone,jul,31,unknown,1
no,cellular,jul,12,unknown,1
no,cellular,jul,9,unknown,1
no,cellular,jul,57,unknown,1
no,cellular,jul,43,unknown,1
no,cellular,jul,45,unknown,1
yes,cellular,jul,22,unknown,1
no,cellular,jul,84,unknown,1
no,cellular,jul,17,unknown,1
no,telephone,jul,77,unknown,1
yes,cellular,jul,28,unknown,1
yes,cellular,jul,34,unknown,1
yes,cellular,jul,48,unknown,1
no,telephone,jul,29,unknown,1
yes,cellular,jul,27,unknown,1
no,cellular,jul,652,unknown,1
yes,cellular,jul,110,unknown,1
no,cellular,jul,19,unknown,1
no,telephone,jul,41,unknown,1
no,cellular,jul,6,unknown,1
no,cellular,jul,9,unknown,1
yes,cellular,jul,12,unknown,1
yes,cellular,jul,14,unknown,1
yes,cellular,jul,143,unknown,1
no,telephone,jul,11,unknown,1
no,telephone,jul,35,unknown,1
no,telephone,jul,1032,unknown,2
yes,cellular,jul,153,unknown,1
yes,cellular,jul,73,unknown,1
yes,telephone,jul,135,unknown,1
yes,cellular,jul,50,unknown,1
no,cellular,jul,45,unknown,1
yes,cellular,jul,7,unknown,1
yes,cellular,jul,107,unknown,1
no,cellular,jul,127,unknown,1
no,cellular,jul,16,unknown,1
yes,cellular,jul,29,unknown,1
no,cellular,jul,649,unknown,1
no,cellular,aug,148,unknown,1
no,cellular,aug,78,unknown,1
no,cellular,aug,124,unknown,1
no,cellular,aug,491,unknown,1
no,cellular,aug,156,unknown,1
yes,cellular,aug,160,unknown,1
no,cellular,aug,531,unknown,1
no,cellular,aug,75,unknown,1
no,cellular,aug,74,unknown,1
no,cellular,aug,272,unknown,1
no,cellular,aug,222,unknown,1
no,cellular,aug,311,unknown,1
no,cellular,aug,163,unknown,1
no,cellular,aug,89,unknown,1
no,cellular,aug,53,unknown,1
yes,cellular,aug,71,unknown,1
no,cellular,aug,96,unknown,1
no,cellular,aug,227,unknown,1
no,cellular,aug,81,unknown,1
no,cellular,aug,59,unknown,1
no,cellular,aug,436,unknown,1
no,cellular,aug,157,unknown,1
no,cellular,aug,498,unknown,1
no,cellular,aug,240,unknown,1
no,cellular,aug,147,unknown,1
no,cellular,aug,846,unknown,2
no,cellular,aug,164,unknown,1
no,cellular,aug,117,unknown,1
no,cellular,aug,209,unknown,1
no,cellular,aug,160,unknown,1
no,cellular,aug,53,unknown,1
no,cellular,aug,243,unknown,1
no,cellular,aug,103,unknown,1
no,cellular,aug,629,unknown,1
no,cellular,aug,79,unknown,1
no,cellular,aug,148,unknown,1
no,cellular,aug,70,unknown,1
no,cellular,aug,869,unknown,1
no,cellular,aug,68,unknown,1
yes,cellular,aug,157,unknown,1
yes,unknown,aug,94,unknown,1
no,cellular,aug,149,unknown,1
no,cellular,aug,151,unknown,1
no,cellular,aug,302,unknown,1
no,cellular,aug,408,unknown,1
no,cellular,aug,270,unknown,1
no,cellular,aug,139,unknown,1
no,cellular,aug,148,unknown,1
yes,cellular,aug,73,unknown,1
no,cellular,aug,136,unknown,1
no,unknown,aug,130,unknown,1
no,cellular,aug,167,unknown,1
no,cellular,aug,252,unknown,1
no,cellular,aug,144,unknown,1
no,cellular,aug,174,unknown,1
no,cellular,aug,39,unknown,1
no,cellular,aug,142,unknown,1
no,cellular,aug,340,unknown,1
no,cellular,aug,86,unknown,1
no,cellular,aug,417,unknown,1
no,cellular,aug,119,unknown,1
no,cellular,aug,870,unknown,2
no,cellular,aug,200,unknown,1
no,cellular,aug,121,unknown,1
no,cellular,aug,272,unknown,1
no,cellular,aug,145,unknown,1
no,cellular,aug,200,unknown,1
no,cellular,aug,343,unknown,1
no,cellular,aug,96,unknown,1
no,telephone,aug,152,unknown,1
no,cellular,aug,134,unknown,1
no,cellular,aug,1165,unknown,2
no,cellular,aug,329,unknown,1
yes,cellular,aug,81,unknown,1
no,cellular,aug,198,unknown,1
no,cellular,aug,93,unknown,1
no,cellular,aug,307,unknown,1
no,unknown,aug,64,unknown,1
no,cellular,aug,138,unknown,1
yes,cellular,aug,79,unknown,1
no,cellular,aug,58,unknown,1
no,cellular,aug,68,unknown,1
yes,cellular,aug,226,unknown,1
no,cellular,aug,413,unknown,1
no,cellular,aug,679,unknown,1
no,cellular,aug,160,unknown,1
no,cellular,aug,315,unknown,1
no,cellular,aug,20,unknown,1
no,cellular,aug,282,unknown,1
no,cellular,aug,488,unknown,1
no,cellular,aug,824,unknown,1
no,cellular,aug,506,unknown,1
no,cellular,aug,166,unknown,1
no,cellular,aug,134,unknown,1
no,cellular,aug,432,unknown,1
yes,cellular,aug,295,unknown,1
no,cellular,aug,1110,unknown,2
no,cellular,aug,184,unknown,1
yes,cellular,aug,166,unknown,1
no,cellular,aug,422,unknown,1
no,cellular,aug,266,unknown,1
no,cellular,aug,46,unknown,1
no,cellular,aug,143,unknown,1
no,cellular,aug,226,unknown,1
no,cellular,aug,454,unknown,1
no,cellular,aug,416,unknown,1
no,cellular,aug,69,unknown,1
no,cellular,aug,155,unknown,1
no,cellular,aug,115,unknown,1
no,cellular,aug,68,unknown,1
no,cellular,aug,122,unknown,1
no,cellular,aug,204,unknown,1
no,cellular,aug,273,unknown,1
no,cellular,aug,653,unknown,1
no,cellular,aug,226,unknown,1
no,cellular,aug,255,unknown,1
no,cellular,aug,149,unknown,1
no,cellular,aug,58,unknown,1
no,cellular,aug,86,unknown,1
no,cellular,aug,91,unknown,1
no,cellular,aug,108,unknown,1
no,cellular,aug,112,unknown,1
no,cellular,aug,104,unknown,1
no,cellular,aug,165,unknown,1
no,cellular,aug,357,unknown,1
no,cellular,aug,282,unknown,1
no,cellular,aug,144,unknown,1
yes,cellular,aug,341,unknown,1
no,cellular,aug,115,unknown,1
no,cellular,aug,121,unknown,1
no,cellular,aug,322,unknown,1
yes,cellular,aug,154,unknown,1
no,cellular,aug,333,unknown,1
no,cellular,aug,1486,unknown,2
no,cellular,aug,143,unknown,1
yes,cellular,aug,135,unknown,1
yes,cellular,aug,182,unknown,1
no,cellular,aug,173,unknown,1
no,cellular,aug,136,unknown,1
no,cellular,aug,328,unknown,1
no,cellular,aug,378,unknown,1
no,cellular,aug,230,unknown,1
no,cellular,aug,958,unknown,1
no,cellular,aug,99,unknown,1
yes,cellular,aug,190,unknown,1
yes,cellular,aug,170,unknown,1
no,cellular,aug,151,unknown,1
yes,cellular,aug,190,unknown,1
no,cellular,aug,110,unknown,1
no,cellular,aug,281,unknown,1
yes,cellular,aug,376,unknown,1
yes,cellular,aug,67,unknown,1
no,cellular,aug,389,unknown,1
no,cellular,aug,91,unknown,1
yes,cellular,aug,368,unknown,1
no,cellular,aug,299,unknown,1
no,cellular,aug,144,unknown,1
yes,cellular,aug,146,unknown,1
no,cellular,aug,370,unknown,1
no,cellular,aug,230,unknown,1
no,cellular,aug,686,unknown,1
no,cellular,aug,597,unknown,1
no,cellular,aug,441,unknown,1
no,cellular,aug,857,unknown,1
no,cellular,aug,753,unknown,1
no,cellular,aug,410,unknown,1
no,cellular,aug,430,unknown,1
no,cellular,aug,251,unknown,1
no,cellular,aug,357,unknown,1
no,cellular,aug,211,unknown,1
no,cellular,aug,1488,unknown,2
no,cellular,aug,114,unknown,1
no,cellular,aug,428,unknown,1
no,cellular,aug,81,unknown,1
no,cellular,aug,133,unknown,1
yes,cellular,aug,142,unknown,1
no,cellular,aug,603,unknown,2
no,cellular,aug,250,unknown,1
no,cellular,aug,125,unknown,1
no,cellular,aug,201,unknown,1
no,cellular,aug,377,unknown,1
no,cellular,aug,641,unknown,2
yes,cellular,aug,98,unknown,1
no,cellular,aug,837,unknown,2
no,cellular,aug,222,unknown,1
no,cellular,aug,117,unknown,1
no,cellular,aug,314,unknown,1
no,cellular,aug,553,unknown,2
no,cellular,aug,114,unknown,1
yes,cellular,aug,122,unknown,1
no,cellular,aug,306,unknown,1
no,cellular,aug,91,unknown,1
yes,cellular,aug,36,unknown,1
no,cellular,aug,422,unknown,1
no,cellular,aug,537,unknown,1
no,cellular,aug,794,unknown,2
no,cellular,aug,145,unknown,1
no,cellular,aug,139,unknown,1
no,cellular,aug,241,unknown,1
yes,cellular,aug,836,unknown,2
no,cellular,aug,269,unknown,1
no,cellular,aug,67,unknown,1
no,cellular,aug,148,unknown,1
no,cellular,aug,448,unknown,1
yes,cellular,aug,162,unknown,1
yes,cellular,aug,335,unknown,1
no,cellular,aug,140,unknown,1
no,cellular,aug,86,unknown,1
no,cellular,aug,224,unknown,1
yes,cellular,aug,171,unknown,1
no,cellular,aug,67,unknown,1
no,cellular,aug,356,unknown,1
no,cellular,aug,130,unknown,1
yes,cellular,aug,261,unknown,1
no,cellular,aug,1134,unknown,2
no,cellular,aug,155,unknown,1
no,cellular,aug,281,unknown,1
no,cellular,aug,113,unknown,1
no,cellular,aug,164,unknown,1
no,cellular,aug,91,unknown,1
no,cellular,aug,409,unknown,1
no,cellular,aug,1109,unknown,2
no,cellular,aug,607,unknown,2
yes,cellular,aug,328,unknown,1
no,cellular,aug,88,unknown,1
no,cellular,aug,175,unknown,1
no,cellular,aug,124,unknown,1
no,cellular,aug,146,unknown,1
yes,cellular,aug,97,unknown,1
no,cellular,aug,454,unknown,1
no,cellular,aug,54,unknown,1
no,cellular,aug,109,unknown,1
no,cellular,aug,114,unknown,1
no,cellular,aug,268,unknown,1
yes,cellular,aug,115,unknown,1
no,cellular,aug,348,unknown,1
yes,cellular,aug,155,unknown,1
no,cellular,aug,1536,unknown,2
no,cellular,aug,166,unknown,1
no,telephone,aug,1186,unknown,2
no,cellular,aug,197,unknown,1
yes,cellular,aug,198,unknown,1
no,cellular,aug,111,unknown,1
yes,cellular,aug,515,unknown,2
no,cellular,aug,123,unknown,1
no,cellular,aug,222,unknown,1
no,cellular,aug,790,unknown,1
no,cellular,aug,142,unknown,1
no,cellular,aug,122,unknown,1
yes,cellular,aug,163,unknown,1
no,cellular,aug,183,unknown,1
yes,cellular,aug,157,unknown,1
yes,cellular,aug,406,unknown,1
no,cellular,aug,196,unknown,1
no,cellular,aug,159,unknown,1
no,cellular,aug,297,unknown,1
no,cellular,aug,229,unknown,1
no,cellular,aug,138,unknown,1
no,cellular,aug,231,unknown,1
no,cellular,aug,105,unknown,1
no,cellular,aug,238,unknown,1
no,cellular,aug,278,unknown,1
no,cellular,aug,264,unknown,1
no,cellular,aug,156,unknown,1
no,cellular,aug,68,unknown,1
no,cellular,aug,156,unknown,1
yes,cellular,aug,286,unknown,1
no,cellular,aug,334,unknown,1
no,cellular,aug,95,unknown,1
yes,cellular,aug,148,unknown,1
no,cellular,aug,124,unknown,1
no,cellular,aug,1092,unknown,2
no,cellular,aug,104,unknown,1
yes,cellular,aug,195,unknown,1
no,cellular,aug,56,unknown,1
no,cellular,aug,297,unknown,1
no,cellular,aug,720,unknown,2
no,cellular,aug,231,unknown,1
yes,cellular,aug,126,unknown,1
no,cellular,aug,67,unknown,1
no,cellular,aug,54,unknown,1
no,cellular,aug,202,unknown,1
no,cellular,aug,149,unknown,1
no,cellular,aug,683,unknown,1
no,cellular,aug,168,unknown,1
no,cellular,aug,203,unknown,1
no,cellular,aug,92,unknown,1
no,cellular,aug,176,unknown,1
no,cellular,aug,66,unknown,1
no,cellular,aug,935,unknown,2
no,cellular,aug,165,unknown,1
no,cellular,aug,1051,unknown,2
no,cellular,aug,493,unknown,1
no,cellular,aug,97,unknown,1
no,cellular,aug,1200,unknown,2
no,cellular,aug,176,unknown,1
no,cellular,aug,531,unknown,2
no,cellular,aug,231,unknown,1
no,cellular,aug,187,unknown,1
no,cellular,aug,141,unknown,1
no,cellular,aug,414,unknown,1
no,cellular,aug,143,unknown,1
no,cellular,aug,295,unknown,1
no,cellular,aug,68,unknown,1
no,cellular,aug,123,unknown,1
no,cellular,aug,766,unknown,2
no,cellular,aug,27,unknown,1
no,cellular,aug,229,unknown,1
no,cellular,aug,112,unknown,1
no,cellular,aug,104,unknown,1
no,cellular,aug,409,unknown,1
no,cellular,aug,1311,unknown,2
yes,cellular,aug,223,unknown,1
yes,cellular,aug,292,unknown,1
no,cellular,aug,166,unknown,1
no,cellular,aug,77,unknown,1
no,cellular,aug,287,unknown,1
no,cellular,aug,100,unknown,1
no,cellular,aug,109,unknown,1
yes,cellular,aug,291,unknown,1
no,cellular,aug,307,unknown,1
no,cellular,aug,33,unknown,1
no,cellular,aug,239,unknown,1
no,cellular,aug,318,unknown,1
yes,cellular,aug,80,unknown,1
no,cellular,aug,193,unknown,1
no,cellular,aug,153,unknown,1
no,cellular,aug,1113,unknown,1
no,cellular,aug,203,unknown,1
no,cellular,aug,344,unknown,1
no,cellular,aug,197,unknown,1
no,cellular,aug,155,unknown,1
no,cellular,aug,618,unknown,2
no,cellular,aug,196,unknown,1
no,cellular,aug,875,unknown,2
no,cellular,aug,445,unknown,1
no,cellular,aug,504,unknown,1
no,cellular,aug,425,unknown,1
no,cellular,aug,134,unknown,1
no,cellular,aug,56,unknown,1
no,cellular,aug,121,unknown,1
no,cellular,aug,214,unknown,1
no,cellular,aug,129,unknown,1
no,cellular,aug,211,unknown,1
no,cellular,aug,513,unknown,1
no,cellular,aug,371,unknown,1
yes,cellular,aug,419,unknown,2
no,cellular,aug,210,unknown,1
no,cellular,aug,459,unknown,1
yes,cellular,aug,648,unknown,1
no,cellular,aug,592,unknown,1
no,cellular,aug,263,unknown,1
no,cellular,aug,37,unknown,1
no,cellular,aug,332,unknown,1
no,cellular,aug,131,unknown,1
no,cellular,aug,1227,unknown,2
no,cellular,aug,608,unknown,1
yes,cellular,aug,203,unknown,1
no,cellular,aug,295,unknown,1
no,cellular,aug,178,unknown,1
no,cellular,aug,371,unknown,1
no,cellular,aug,147,unknown,1
no,cellular,aug,307,unknown,1
no,cellular,aug,109,unknown,1
no,cellular,aug,78,unknown,1
no,cellular,aug,996,unknown,1
no,cellular,aug,157,unknown,1
no,cellular,aug,92,unknown,1
no,cellular,aug,115,unknown,1
no,cellular,aug,78,unknown,1
no,telephone,aug,116,unknown,1
no,cellular,aug,314,unknown,1
no,cellular,aug,91,unknown,1
yes,cellular,aug,91,unknown,1
yes,cellular,aug,384,unknown,1
no,cellular,aug,46,unknown,1
no,cellular,aug,212,unknown,1
no,cellular,aug,139,unknown,1
no,cellular,aug,1357,unknown,2
yes,cellular,aug,66,unknown,1
yes,cellular,aug,125,unknown,1
no,cellular,aug,376,unknown,1
no,cellular,aug,455,unknown,2
yes,cellular,aug,146,unknown,1
no,cellular,aug,81,unknown,1
no,cellular,aug,205,unknown,1
no,cellular,aug,192,unknown,1
no,cellular,aug,152,unknown,1
no,cellular,aug,89,unknown,1
no,cellular,aug,406,unknown,2
no,cellular,aug,103,unknown,1
no,cellular,aug,84,unknown,1
no,cellular,aug,175,unknown,1
no,cellular,aug,113,unknown,1
no,cellular,aug,530,unknown,1
no,cellular,aug,273,unknown,1
no,cellular,aug,902,unknown,2
no,cellular,aug,158,unknown,1
no,cellular,aug,740,unknown,2
no,cellular,aug,86,unknown,1
yes,cellular,aug,139,unknown,1
no,cellular,aug,347,unknown,1
no,cellular,aug,120,unknown,1
no,cellular,aug,80,unknown,1
no,cellular,aug,174,unknown,1
no,cellular,aug,140,unknown,1
yes,cellular,aug,277,unknown,1
no,cellular,aug,898,unknown,1
no,cellular,aug,637,unknown,2
no,cellular,aug,142,unknown,1
no,cellular,aug,224,unknown,1
no,cellular,aug,254,unknown,1
yes,cellular,aug,128,unknown,1
no,cellular,aug,189,unknown,1
no,cellular,aug,206,unknown,1
